location_iso,indicator,subject,measure,frequency,time,value
DNK,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.815994247
DNK,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.269097265
DNK,QGDP,TOT,PC_CHGPP,Q,2022-Q4,1.100061207
ESP,QGDP,TOT,PC_CHGPP,Q,2017-Q1,0.78518249
ESP,QGDP,TOT,PC_CHGPP,Q,2017-Q2,1.02435951
ESP,QGDP,TOT,PC_CHGPP,Q,2017-Q3,0.629616134
ESP,QGDP,TOT,PC_CHGPP,Q,2017-Q4,0.539328503
ESP,QGDP,TOT,PC_CHGPP,Q,2018-Q1,0.427001157
ESP,QGDP,TOT,PC_CHGPP,Q,2018-Q2,0.585880251
ESP,QGDP,TOT,PC_CHGPP,Q,2018-Q3,0.52041551
ESP,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.659258956
ESP,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.608861527
ESP,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.346200217
ESP,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.295000101
ESP,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.217169436
ESP,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-5.48725517
ESP,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-17.826255917
ESP,QGDP,TOT,PC_CHGPP,Q,2020-Q3,16.637933629
ESP,QGDP,TOT,PC_CHGPP,Q,2020-Q4,-0.058975087
ESP,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-0.228663315
ESP,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.352205559
ESP,QGDP,TOT,PC_CHGPP,Q,2021-Q3,3.108188446
ESP,QGDP,TOT,PC_CHGPP,Q,2021-Q4,2.26529089
ESP,QGDP,TOT,PC_CHGPP,Q,2022-Q1,-0.011760433
ESP,QGDP,TOT,PC_CHGPP,Q,2022-Q2,2.243047556
ESP,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.214511681
ESP,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.224518804
KOR,QGDP,TOT,PC_CHGPP,A,2017,3.15963574
KOR,QGDP,TOT,PC_CHGPP,A,2018,2.907403774
KOR,QGDP,TOT,PC_CHGPP,A,2019,2.24397786
KOR,QGDP,TOT,PC_CHGPP,A,2020,-0.709409962
KOR,QGDP,TOT,PC_CHGPP,A,2021,4.145312857
KOR,QGDP,TOT,PC_CHGPP,A,2022,2.569322511
MEX,QGDP,TOT,PC_CHGPY,Q,2017-Q1,3.032656974
MEX,QGDP,TOT,PC_CHGPY,Q,2017-Q2,2.915969661
MEX,QGDP,TOT,PC_CHGPY,Q,2017-Q3,1.57057044
MEX,QGDP,TOT,PC_CHGPY,Q,2017-Q4,1.843410809
MEX,QGDP,TOT,PC_CHGPY,Q,2018-Q1,2.508810059
MEX,QGDP,TOT,PC_CHGPY,Q,2018-Q2,2.115480088
MEX,QGDP,TOT,PC_CHGPY,Q,2018-Q3,2.823134733
MEX,QGDP,TOT,PC_CHGPY,Q,2018-Q4,1.295629002
MEX,QGDP,TOT,PC_CHGPY,Q,2019-Q1,0.206026875
MEX,QGDP,TOT,PC_CHGPY,Q,2019-Q2,-0.143511149
MEX,QGDP,TOT,PC_CHGPY,Q,2019-Q3,-0.182186088
MEX,QGDP,TOT,PC_CHGPY,Q,2019-Q4,-0.629260574
MEX,QGDP,TOT,PC_CHGPY,Q,2020-Q1,-1.658315208
MEX,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-18.785313702
MEX,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-8.327676741
MEX,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-3.980786782
MEX,QGDP,TOT,PC_CHGPY,Q,2021-Q1,-2.581556649
MEX,QGDP,TOT,PC_CHGPY,Q,2021-Q2,19.312004702
MEX,QGDP,TOT,PC_CHGPY,Q,2021-Q3,4.333121646
MEX,QGDP,TOT,PC_CHGPY,Q,2021-Q4,1.105147288
MEX,QGDP,TOT,PC_CHGPY,Q,2022-Q1,1.885268055
MEX,QGDP,TOT,PC_CHGPY,Q,2022-Q2,2.306522605
MEX,QGDP,TOT,PC_CHGPY,Q,2022-Q3,4.317241728
MEX,QGDP,TOT,PC_CHGPY,Q,2022-Q4,3.708559333
JPN,QGDP,TOT,PC_CHGPP,Q,2017-Q1,0.821241997
JPN,QGDP,TOT,PC_CHGPP,Q,2017-Q2,0.331641601
JPN,QGDP,TOT,PC_CHGPP,Q,2017-Q3,0.854887612
JPN,QGDP,TOT,PC_CHGPP,Q,2017-Q4,0.114591981
JPN,QGDP,TOT,PC_CHGPP,Q,2018-Q1,0.110150729
JPN,QGDP,TOT,PC_CHGPP,Q,2018-Q2,0.27707338
JPN,QGDP,TOT,PC_CHGPP,Q,2018-Q3,-0.488465348
JPN,QGDP,TOT,PC_CHGPP,Q,2018-Q4,-0.136006847
JPN,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.23391631
JPN,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.284030195
JPN,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.252941149
JPN,QGDP,TOT,PC_CHGPP,Q,2019-Q4,-2.746182852
JPN,QGDP,TOT,PC_CHGPP,Q,2020-Q1,0.433454817
JPN,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-7.970421614
JPN,QGDP,TOT,PC_CHGPP,Q,2020-Q3,5.649200579
JPN,QGDP,TOT,PC_CHGPP,Q,2020-Q4,1.865455971
JPN,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-0.137347049
JPN,QGDP,TOT,PC_CHGPP,Q,2021-Q2,0.323256833
JPN,QGDP,TOT,PC_CHGPP,Q,2021-Q3,-0.340446167
JPN,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.072946946
JPN,QGDP,TOT,PC_CHGPP,Q,2022-Q1,-0.416699664
JPN,QGDP,TOT,PC_CHGPP,Q,2022-Q2,1.12253444
JPN,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-0.253391694
JPN,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.158015249
AUT,QGDP,TOT,PC_CHGPP,A,2017,2.258570451
AUT,QGDP,TOT,PC_CHGPP,A,2018,2.42538899
AUT,QGDP,TOT,PC_CHGPP,A,2019,1.517386132
AUT,QGDP,TOT,PC_CHGPP,A,2020,-6.4539695
AUT,QGDP,TOT,PC_CHGPP,A,2021,4.556852833
AUT,QGDP,TOT,PC_CHGPP,A,2022,4.825560882
CAN,QGDP,TOT,PC_CHGPY,Q,2017-Q1,2.197779092
CAN,QGDP,TOT,PC_CHGPY,Q,2017-Q2,3.75347556
CAN,QGDP,TOT,PC_CHGPY,Q,2017-Q3,3.12771636
CAN,QGDP,TOT,PC_CHGPY,Q,2017-Q4,3.083114067
CAN,QGDP,TOT,PC_CHGPY,Q,2018-Q1,2.867253653
CAN,QGDP,TOT,PC_CHGPY,Q,2018-Q2,2.624971128
CAN,QGDP,TOT,PC_CHGPY,Q,2018-Q3,2.899105586
CAN,QGDP,TOT,PC_CHGPY,Q,2018-Q4,2.717788724
CAN,QGDP,TOT,PC_CHGPY,Q,2019-Q1,1.898614382
CAN,QGDP,TOT,PC_CHGPY,Q,2019-Q2,2.103862034
CAN,QGDP,TOT,PC_CHGPY,Q,2019-Q3,1.783327917
CAN,QGDP,TOT,PC_CHGPY,Q,2019-Q4,1.769125483
CAN,QGDP,TOT,PC_CHGPY,Q,2020-Q1,-0.467293746
CAN,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-12.211942682
CAN,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-4.651911857
CAN,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-2.937785714
CAN,QGDP,TOT,PC_CHGPY,Q,2021-Q1,0.471026779
CAN,QGDP,TOT,PC_CHGPY,Q,2021-Q2,12.133964192
CAN,QGDP,TOT,PC_CHGPY,Q,2021-Q3,4.330050305
CAN,QGDP,TOT,PC_CHGPY,Q,2021-Q4,3.861233437
CAN,QGDP,TOT,PC_CHGPY,Q,2022-Q1,3.21863325
CAN,QGDP,TOT,PC_CHGPY,Q,2022-Q2,4.65516984
CAN,QGDP,TOT,PC_CHGPY,Q,2022-Q3,3.930093064
CAN,QGDP,TOT,PC_CHGPY,Q,2022-Q4,2.630278675
OECD,QGDP,TOT,PC_CHGPP,Q,2017-Q1,0.643767516
OECD,QGDP,TOT,PC_CHGPP,Q,2017-Q2,0.701372429
OECD,QGDP,TOT,PC_CHGPP,Q,2017-Q3,0.795815618
OECD,QGDP,TOT,PC_CHGPP,Q,2017-Q4,0.817289144
OECD,QGDP,TOT,PC_CHGPP,Q,2018-Q1,0.543126435
OECD,QGDP,TOT,PC_CHGPP,Q,2018-Q2,0.589679098
OECD,QGDP,TOT,PC_CHGPP,Q,2018-Q3,0.283773746
OECD,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.220373685
OECD,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.553827802
OECD,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.555306287
OECD,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.526301046
OECD,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.036109887
OECD,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-1.630394674
OECD,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-10.328829207
OECD,QGDP,TOT,PC_CHGPP,Q,2020-Q3,9.450085582
OECD,QGDP,TOT,PC_CHGPP,Q,2020-Q4,1.04136297
OECD,QGDP,TOT,PC_CHGPP,Q,2021-Q1,0.854023302
OECD,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.706691258
OECD,QGDP,TOT,PC_CHGPP,Q,2021-Q3,1.181320852
OECD,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.388461423
OECD,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.217768836
OECD,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.469410836
OECD,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.447602886
OECD,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.3
ISR,QGDP,TOT,PC_CHGPY,Q,2017-Q1,4.787051686
ISR,QGDP,TOT,PC_CHGPY,Q,2017-Q2,3.876007846
ISR,QGDP,TOT,PC_CHGPY,Q,2017-Q3,4.31182672
ISR,QGDP,TOT,PC_CHGPY,Q,2017-Q4,4.615842555
ISR,QGDP,TOT,PC_CHGPY,Q,2018-Q1,5.724426487
ISR,QGDP,TOT,PC_CHGPY,Q,2018-Q2,4.549567675
ISR,QGDP,TOT,PC_CHGPY,Q,2018-Q3,3.925401467
ISR,QGDP,TOT,PC_CHGPY,Q,2018-Q4,3.181039403
ISR,QGDP,TOT,PC_CHGPY,Q,2019-Q1,3.656471869
ISR,QGDP,TOT,PC_CHGPY,Q,2019-Q2,3.865965707
ISR,QGDP,TOT,PC_CHGPY,Q,2019-Q3,4.157418555
ISR,QGDP,TOT,PC_CHGPY,Q,2019-Q4,4.194471695
ISR,QGDP,TOT,PC_CHGPY,Q,2020-Q1,1.190331248
ISR,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-8.046313055
ISR,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-1.047839268
ISR,QGDP,TOT,PC_CHGPY,Q,2020-Q4,0.376090646
ISR,QGDP,TOT,PC_CHGPY,Q,2021-Q1,1.299131364
ISR,QGDP,TOT,PC_CHGPY,Q,2021-Q2,15.439743907
ISR,QGDP,TOT,PC_CHGPY,Q,2021-Q3,8.203601418
ISR,QGDP,TOT,PC_CHGPY,Q,2021-Q4,10.471966564
ISR,QGDP,TOT,PC_CHGPY,Q,2022-Q1,9.967476767
ISR,QGDP,TOT,PC_CHGPY,Q,2022-Q2,7.36591954
ISR,QGDP,TOT,PC_CHGPY,Q,2022-Q3,5.777003433
ISR,QGDP,TOT,PC_CHGPY,Q,2022-Q4,2.711958595
NOR,QGDP,TOT,PC_CHGPP,Q,2017-Q1,1.133149186
NOR,QGDP,TOT,PC_CHGPP,Q,2017-Q2,0.96345788
NOR,QGDP,TOT,PC_CHGPP,Q,2017-Q3,0.685255721
NOR,QGDP,TOT,PC_CHGPP,Q,2017-Q4,-0.569701184
NOR,QGDP,TOT,PC_CHGPP,Q,2018-Q1,0.490017833
NOR,QGDP,TOT,PC_CHGPP,Q,2018-Q2,0.300808205
NOR,QGDP,TOT,PC_CHGPP,Q,2018-Q3,0.6300102
NOR,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.033674237
NOR,QGDP,TOT,PC_CHGPP,Q,2019-Q1,-0.443113704
NOR,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.859924439
NOR,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.568205142
NOR,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.828953858
NOR,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-1.255304937
NOR,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-5.467467939
NOR,QGDP,TOT,PC_CHGPP,Q,2020-Q3,4.326985049
NOR,QGDP,TOT,PC_CHGPP,Q,2020-Q4,1.429312099
NOR,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-0.611004919
NOR,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.304549026
NOR,QGDP,TOT,PC_CHGPP,Q,2021-Q3,3.311582511
NOR,QGDP,TOT,PC_CHGPP,Q,2021-Q4,0.650870801
NOR,QGDP,TOT,PC_CHGPP,Q,2022-Q1,-0.803461332
NOR,QGDP,TOT,PC_CHGPP,Q,2022-Q2,1.128410086
NOR,QGDP,TOT,PC_CHGPP,Q,2022-Q3,1.294237392
NOR,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.19486544
IDN,QGDP,TOT,PC_CHGPP,A,2017,5.069786
IDN,QGDP,TOT,PC_CHGPP,A,2018,5.17429154
IDN,QGDP,TOT,PC_CHGPP,A,2019,5.01928768
IDN,QGDP,TOT,PC_CHGPP,A,2020,-2.065511829
IDN,QGDP,TOT,PC_CHGPP,A,2021,3.703055357
IDN,QGDP,TOT,PC_CHGPP,A,2022,5.308595005
HUN,QGDP,TOT,PC_CHGPP,Q,2017-Q1,1.401256306
HUN,QGDP,TOT,PC_CHGPP,Q,2017-Q2,1.188043345
HUN,QGDP,TOT,PC_CHGPP,Q,2017-Q3,0.957089107
HUN,QGDP,TOT,PC_CHGPP,Q,2017-Q4,1.418604967
HUN,QGDP,TOT,PC_CHGPP,Q,2018-Q1,1.7405864
HUN,QGDP,TOT,PC_CHGPP,Q,2018-Q2,0.946469799
HUN,QGDP,TOT,PC_CHGPP,Q,2018-Q3,1.514149322
HUN,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.99702368
HUN,QGDP,TOT,PC_CHGPP,Q,2019-Q1,1.900003781
HUN,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.400674844
HUN,QGDP,TOT,PC_CHGPP,Q,2019-Q3,1.399312674
HUN,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.600000926
HUN,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-0.599997853
HUN,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-14.400000154
HUN,QGDP,TOT,PC_CHGPP,Q,2020-Q3,11.899999403
HUN,QGDP,TOT,PC_CHGPP,Q,2020-Q4,1.600001691
HUN,QGDP,TOT,PC_CHGPP,Q,2021-Q1,1.099994054
HUN,QGDP,TOT,PC_CHGPP,Q,2021-Q2,2.300000382
HUN,QGDP,TOT,PC_CHGPP,Q,2021-Q3,1.499999952
HUN,QGDP,TOT,PC_CHGPP,Q,2021-Q4,2.400001661
HUN,QGDP,TOT,PC_CHGPP,Q,2022-Q1,1.399999152
HUN,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.600002673
HUN,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-0.7000031
HUN,QGDP,TOT,PC_CHGPP,Q,2022-Q4,-0.4000004
CAN,QGDP,TOT,PC_CHGPP,Q,2017-Q1,1.08691958
CAN,QGDP,TOT,PC_CHGPP,Q,2017-Q2,1.023044213
CAN,QGDP,TOT,PC_CHGPP,Q,2017-Q3,0.421873021
CAN,QGDP,TOT,PC_CHGPP,Q,2017-Q4,0.517990679
CAN,QGDP,TOT,PC_CHGPP,Q,2018-Q1,0.875239281
CAN,QGDP,TOT,PC_CHGPP,Q,2018-Q2,0.785105341
CAN,QGDP,TOT,PC_CHGPP,Q,2018-Q3,0.690122507
CAN,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.340869542
CAN,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.07075927
CAN,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.988110124
CAN,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.374026535
CAN,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.326868383
CAN,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-2.128337649
CAN,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-10.928273391
CAN,QGDP,TOT,PC_CHGPP,Q,2020-Q3,9.017921364
CAN,QGDP,TOT,PC_CHGPP,Q,2020-Q4,2.130500855
CAN,QGDP,TOT,PC_CHGPP,Q,2021-Q1,1.308902555
CAN,QGDP,TOT,PC_CHGPP,Q,2021-Q2,-0.588596311
CAN,QGDP,TOT,PC_CHGPP,Q,2021-Q3,1.430867107
CAN,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.671567869
CAN,QGDP,TOT,PC_CHGPP,Q,2022-Q1,0.682093903
CAN,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.794953483
CAN,QGDP,TOT,PC_CHGPP,Q,2022-Q3,0.728129094
CAN,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.4
SVK,QGDP,TOT,PC_CHGPP,A,2017,2.938068678
SVK,QGDP,TOT,PC_CHGPP,A,2018,4.030389714
SVK,QGDP,TOT,PC_CHGPP,A,2019,2.519693137
SVK,QGDP,TOT,PC_CHGPP,A,2020,-3.374681766
SVK,QGDP,TOT,PC_CHGPP,A,2021,3.014302861
SVK,QGDP,TOT,PC_CHGPP,A,2022,1.668061473
ARG,QGDP,TOT,PC_CHGPP,Q,2017-Q1,0.913589888
ARG,QGDP,TOT,PC_CHGPP,Q,2017-Q2,1.041197855
ARG,QGDP,TOT,PC_CHGPP,Q,2017-Q3,1.268777995
ARG,QGDP,TOT,PC_CHGPP,Q,2017-Q4,0.974447993
ARG,QGDP,TOT,PC_CHGPP,Q,2018-Q1,-0.314413887
ARG,QGDP,TOT,PC_CHGPP,Q,2018-Q2,-4.562005241
ARG,QGDP,TOT,PC_CHGPP,Q,2018-Q3,-0.231590671
ARG,QGDP,TOT,PC_CHGPP,Q,2018-Q4,-1.417682449
ARG,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.078556317
ARG,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.783684064
ARG,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.163029134
ARG,QGDP,TOT,PC_CHGPP,Q,2019-Q4,-1.531483889
ARG,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-4.266027871
ARG,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-14.975655896
ARG,QGDP,TOT,PC_CHGPP,Q,2020-Q3,11.893161342
ARG,QGDP,TOT,PC_CHGPP,Q,2020-Q4,4.53939723
ARG,QGDP,TOT,PC_CHGPP,Q,2021-Q1,3.452561206
ARG,QGDP,TOT,PC_CHGPP,Q,2021-Q2,-0.787434564
ARG,QGDP,TOT,PC_CHGPP,Q,2021-Q3,3.862045315
ARG,QGDP,TOT,PC_CHGPP,Q,2021-Q4,1.961825186
ARG,QGDP,TOT,PC_CHGPP,Q,2022-Q1,1.039519439
ARG,QGDP,TOT,PC_CHGPP,Q,2022-Q2,1.006364289
ARG,QGDP,TOT,PC_CHGPP,Q,2022-Q3,1.700061575
FIN,QGDP,TOT,PC_CHGPP,A,2017,3.19240963
FIN,QGDP,TOT,PC_CHGPP,A,2018,1.139718013
FIN,QGDP,TOT,PC_CHGPP,A,2019,1.224308048
FIN,QGDP,TOT,PC_CHGPP,A,2020,-2.354975414
FIN,QGDP,TOT,PC_CHGPP,A,2021,3.034898658
FIN,QGDP,TOT,PC_CHGPP,A,2022,1.853711753
CHE,QGDP,TOT,PC_CHGPY,Q,2017-Q1,1.670798519
CHE,QGDP,TOT,PC_CHGPY,Q,2017-Q2,1.16320183
CHE,QGDP,TOT,PC_CHGPY,Q,2017-Q3,0.996853737
CHE,QGDP,TOT,PC_CHGPY,Q,2017-Q4,1.888450628
CHE,QGDP,TOT,PC_CHGPY,Q,2018-Q1,2.894077334
CHE,QGDP,TOT,PC_CHGPY,Q,2018-Q2,3.728808525
CHE,QGDP,TOT,PC_CHGPY,Q,2018-Q3,2.830090066
CHE,QGDP,TOT,PC_CHGPY,Q,2018-Q4,2.011960579
CHE,QGDP,TOT,PC_CHGPY,Q,2019-Q1,1.042073712
CHE,QGDP,TOT,PC_CHGPY,Q,2019-Q2,0.502914781
CHE,QGDP,TOT,PC_CHGPY,Q,2019-Q3,1.391260503
CHE,QGDP,TOT,PC_CHGPY,Q,2019-Q4,1.718427591
CHE,QGDP,TOT,PC_CHGPY,Q,2020-Q1,0.036836603
CHE,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-7.423057587
CHE,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-1.198821566
CHE,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-1.485206995
CHE,QGDP,TOT,PC_CHGPY,Q,2021-Q1,-0.11507554
CHE,QGDP,TOT,PC_CHGPY,Q,2021-Q2,9.621621335
CHE,QGDP,TOT,PC_CHGPY,Q,2021-Q3,3.979440455
CHE,QGDP,TOT,PC_CHGPY,Q,2021-Q4,3.801326648
CHE,QGDP,TOT,PC_CHGPY,Q,2022-Q1,4.262869318
CHE,QGDP,TOT,PC_CHGPY,Q,2022-Q2,2.309760034
CHE,QGDP,TOT,PC_CHGPY,Q,2022-Q3,0.746177005
FRA,QGDP,TOT,PC_CHGPY,Q,2017-Q1,1.313825066
FRA,QGDP,TOT,PC_CHGPY,Q,2017-Q2,2.440679949
FRA,QGDP,TOT,PC_CHGPY,Q,2017-Q3,3.009699801
FRA,QGDP,TOT,PC_CHGPY,Q,2017-Q4,3.026603975
FRA,QGDP,TOT,PC_CHGPY,Q,2018-Q1,2.337670887
FRA,QGDP,TOT,PC_CHGPY,Q,2018-Q2,1.977452802
FRA,QGDP,TOT,PC_CHGPY,Q,2018-Q3,1.505083863
FRA,QGDP,TOT,PC_CHGPY,Q,2018-Q4,1.488897863
FRA,QGDP,TOT,PC_CHGPY,Q,2019-Q1,2.091543472
FRA,QGDP,TOT,PC_CHGPY,Q,2019-Q2,2.351799794
FRA,QGDP,TOT,PC_CHGPY,Q,2019-Q3,1.981985123
FRA,QGDP,TOT,PC_CHGPY,Q,2019-Q4,1.117462316
FRA,QGDP,TOT,PC_CHGPY,Q,2020-Q1,-5.156613049
FRA,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-18.564945705
FRA,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-3.622507378
FRA,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-4.247133564
FRA,QGDP,TOT,PC_CHGPY,Q,2021-Q1,1.483556077
FRA,QGDP,TOT,PC_CHGPY,Q,2021-Q2,18.648106348
FRA,QGDP,TOT,PC_CHGPY,Q,2021-Q3,3.550423056
FRA,QGDP,TOT,PC_CHGPY,Q,2021-Q4,5.098716684
FRA,QGDP,TOT,PC_CHGPY,Q,2022-Q1,4.767911796
FRA,QGDP,TOT,PC_CHGPY,Q,2022-Q2,4.162690373
FRA,QGDP,TOT,PC_CHGPY,Q,2022-Q3,0.991106522
FRA,QGDP,TOT,PC_CHGPY,Q,2022-Q4,0.545459036
SVN,QGDP,TOT,PC_CHGPP,Q,2017-Q1,1.731681267
SVN,QGDP,TOT,PC_CHGPP,Q,2017-Q2,1.233233951
SVN,QGDP,TOT,PC_CHGPP,Q,2017-Q3,0.91239055
SVN,QGDP,TOT,PC_CHGPP,Q,2017-Q4,2.289779555
SVN,QGDP,TOT,PC_CHGPP,Q,2018-Q1,0.017303938
SVN,QGDP,TOT,PC_CHGPP,Q,2018-Q2,1.361750026
SVN,QGDP,TOT,PC_CHGPP,Q,2018-Q3,1.360489482
SVN,QGDP,TOT,PC_CHGPP,Q,2018-Q4,1.197778768
SVN,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.600341684
SVN,QGDP,TOT,PC_CHGPP,Q,2019-Q2,-0.348842189
SVN,QGDP,TOT,PC_CHGPP,Q,2019-Q3,1.637562552
SVN,QGDP,TOT,PC_CHGPP,Q,2019-Q4,1.195492999
SVN,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-4.750814696
SVN,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-9.736607524
SVN,QGDP,TOT,PC_CHGPP,Q,2020-Q3,12.975616642
SVN,QGDP,TOT,PC_CHGPP,Q,2020-Q4,-1.262466085
SVN,QGDP,TOT,PC_CHGPP,Q,2021-Q1,1.722026132
SVN,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.985756447
SVN,QGDP,TOT,PC_CHGPP,Q,2021-Q3,2.885785586
SVN,QGDP,TOT,PC_CHGPP,Q,2021-Q4,3.385208508
SVN,QGDP,TOT,PC_CHGPP,Q,2022-Q1,1.037738005
SVN,QGDP,TOT,PC_CHGPP,Q,2022-Q2,0.798025906
SVN,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-1.277360218
SVN,QGDP,TOT,PC_CHGPP,Q,2022-Q4,0.786094636
FIN,QGDP,TOT,PC_CHGPP,Q,2017-Q1,1.020370911
FIN,QGDP,TOT,PC_CHGPP,Q,2017-Q2,1.273873841
FIN,QGDP,TOT,PC_CHGPP,Q,2017-Q3,0.372894662
FIN,QGDP,TOT,PC_CHGPP,Q,2017-Q4,0.647030592
FIN,QGDP,TOT,PC_CHGPP,Q,2018-Q1,0.291411314
FIN,QGDP,TOT,PC_CHGPP,Q,2018-Q2,-0.095093861
FIN,QGDP,TOT,PC_CHGPP,Q,2018-Q3,-0.119861806
FIN,QGDP,TOT,PC_CHGPP,Q,2018-Q4,-0.040590145
FIN,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.769760421
FIN,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.809432871
FIN,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.046924695
FIN,QGDP,TOT,PC_CHGPP,Q,2019-Q4,-0.258833339
FIN,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-0.191580891
FIN,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-6.240075383
FIN,QGDP,TOT,PC_CHGPP,Q,2020-Q3,4.95430943
FIN,QGDP,TOT,PC_CHGPP,Q,2020-Q4,0.700441544
FIN,QGDP,TOT,PC_CHGPP,Q,2021-Q1,-0.140874833
FIN,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.527121394
FIN,QGDP,TOT,PC_CHGPP,Q,2021-Q3,0.95876611
FIN,QGDP,TOT,PC_CHGPP,Q,2021-Q4,0.614182982
FIN,QGDP,TOT,PC_CHGPP,Q,2022-Q1,-0.003419797
FIN,QGDP,TOT,PC_CHGPP,Q,2022-Q2,1.002034849
FIN,QGDP,TOT,PC_CHGPP,Q,2022-Q3,-0.242097957
FIN,QGDP,TOT,PC_CHGPP,Q,2022-Q4,-0.200257959
OECD,QGDP,TOT,PC_CHGPY,Q,2017-Q1,2.231865495
OECD,QGDP,TOT,PC_CHGPY,Q,2017-Q2,2.576663738
